user_id,product_id,category,price,discount_applied,payment_method,purchase_date,pages_visited,time_spent,add_to_cart,abandoned_cart,rating,review_text,sentiment_score,age,gender,income_level,location,purchase_decision
29d390e7-c5a5-47fb-83f6-8d1b5c6d067d,fd54f260-32f3-4c4b-9d99-12decfdbb99e,Books,104.81,44.11,Debit Card,2025-02-18 06:18:54,20,32,1,0,2,Record campaign offer maintain page most area along.,0.5,37,Other,Low,Port Stephanieside,1
4b8ab600-62d7-4c14-ab2b-c0d156969d79,bd6d839b-ab9a-43ea-a5f9-137df671cd13,Clothing,36.9,37.13,Credit Card,2025-01-21 04:46:20,2,73,0,0,4,There performance administration term somebody officer care anything rule meeting history better skin lawyer.,0.5,30,Other,Low,East Charleneport,0
5903c1a7-b5cd-4e2d-85ce-01bb2b16be77,be6bfef3-712f-49f1-b06f-7ff62eb8386b,Books,413.39,15.43,Debit Card,2025-01-28 19:30:05,20,837,1,1,3,Manage certain loss nature attorney carry no hour notice available may price activity.,0.31,26,Other,Medium,Stonefort,0
ca66dbae-8546-42f6-894e-3030c135988c,9c4d9da4-0959-4f65-ad06-451069de0b5b,Books,457.3,2.15,Debit Card,2025-01-25 16:35:39,6,1057,1,1,2,Prove account share fast others give painting rich song financial hope not hear Democrat.,0.19,56,Other,Low,South Toddview,0
45eb76a9-6d1e-4aa4-9f81-78c2de987240,3cd343e0-e697-47bd-ad41-c63505d4cd3e,Clothing,24.94,49.88,Debit Card,2025-01-27 09:36:19,3,1071,0,0,1,Capital his issue bar mind edge give ok something fly couple.,0.65,61,Male,Medium,Richardsonchester,0
8ac3f5f6-dcc1-4c72-b5f3-fd8ccc8cdfeb,78dcfea7-160f-4c98-ba19-55f97df814fb,Grocery,460.22,14.17,PayPal,2025-01-16 05:36:14,6,286,0,0,2,Quite coach wonder action.,0.1,54,Male,Medium,Cindychester,0
86f51650-68a3-4f50-8530-c467ab398a82,3fdf2264-41e2-4f71-937a-2a328f9caa67,Grocery,52.04,33.78,COD,2025-01-25 17:49:43,6,927,1,1,2,Suddenly forget next letter process maintain concern smile.,0.1,62,Male,High,Ericksonberg,0
483294e9-4772-4946-84a0-573c834d4b80,bd0de7ca-e688-498b-ae6c-ba457aaa1a5d,Electronics,410.67,14.81,Debit Card,2025-01-17 06:13:29,17,1133,0,0,5,Turn training small consider.,-0.25,32,Male,Medium,Port Joshuachester,0
746c57ea-1702-457d-b544-54db4fb9c349,49a70fd1-505e-4303-820d-f3bf54f45a40,Books,302.98,31.95,PayPal,2025-01-11 04:26:42,13,334,0,0,4,Worry hear produce against available them stage main ever Democrat better live conference after station thing attack cost.,0.3,37,Female,High,East Michael,0
5f220cf3-725a-48c4-8ef0-adc63e28880e,27991930-7d16-4922-ab93-9191299a2ac0,Electronics,288.44,23.73,PayPal,2025-02-22 20:44:49,12,195,0,0,3,Bring act movement bar question stage back dinner power heavy size.,-0.1,49,Female,Medium,North Christopher,0
b9df8694-404f-42f9-a090-3f61098b650f,d60b768e-6d66-42f0-9de5-c28a524a899b,Electronics,216.13,30.55,COD,2025-02-25 03:01:29,18,368,0,0,3,Power newspaper keep indicate investment admit lead.,0.0,52,Other,Low,South Dawnstad,0
c8243e9e-7f8a-4177-9456-fcb7b5044390,ecfdbe9d-0259-461a-bc26-565040ad75d4,Books,392.74,43.82,Credit Card,2025-02-26 00:45:26,19,735,1,0,1,Right staff hit think exist whether need.,0.29,40,Male,Medium,North Jorgeland,1
539db784-9edc-4110-9cef-060f490963ab,abc289ec-3ed9-4865-8a32-108ce977785b,Books,131.43,18.36,Debit Card,2025-03-06 20:46:21,9,759,0,0,4,Else protect party end point story senior various building religious other factor worry job citizen appear want radio analysis low.,-0.03,18,Female,High,South Mark,0
eb590051-f945-4322-b572-8db923b6a330,80070e53-97aa-4ab3-bfdc-830af51af40e,Books,313.16,44.91,Credit Card,2025-02-13 08:05:24,15,589,0,0,5,Marriage professional probably condition represent.,0.1,45,Female,Low,Lake Cindy,0
cd172252-dfcc-4074-ac4c-7094fb528065,f9e35893-f0f6-42fb-91e8-2ef39dd17ee4,Clothing,332.55,22.89,Credit Card,2025-01-30 16:57:34,19,932,0,0,1,Large building body carry movie national.,0.21,46,Male,Medium,Marytown,0
b0430088-bb01-48e3-ba1c-d91db4b5b7fd,4aff41db-f3e3-4232-bcba-484deaf77fb6,Electronics,391.28,14.62,Credit Card,2025-01-15 02:14:40,12,1174,1,0,4,Far ball mean serious child simple develop theory compare red this.,-0.11,25,Female,Low,Lake Megan,1
bee96943-4c24-44dd-9c86-a7a5218262ce,3cf012c9-cbca-4480-a081-4fd9cd43009e,Clothing,134.81,41.76,Credit Card,2025-02-09 16:39:38,1,605,0,0,5,Upon plant style analysis gun politics tax out mother of edge.,0.0,59,Other,Low,West Nataliebury,0
0e2e7c09-04ed-4626-bf7d-55ce9873e587,03356248-578d-4de2-9605-11706c70f276,Electronics,225.02,31.99,Credit Card,2025-02-13 21:14:12,10,1164,0,0,4,Become provide student both son.,0.0,38,Male,High,North Lisaview,0
f7f6b878-f88f-4053-bd7b-3b6b1327f861,451c7574-8978-4ad1-bccc-b7a433d748ec,Furniture,233.73,34.63,Debit Card,2025-02-02 06:15:21,16,143,0,0,5,How question few growth western such look best vote strong.,0.25,62,Other,High,Michelleton,0
ca6648e0-2654-42ba-b824-1af1f6a89f54,3605ef73-d5c6-47c7-9919-39f7e9fae3cc,Electronics,419.12,43.04,Credit Card,2025-01-26 05:32:22,8,116,0,0,5,Find explain again owner accept.,0.0,59,Male,High,North John,0
6a219d20-f684-466b-8fc7-0b27f7b39a8f,2cc42b58-5c97-4430-91d5-3502763b99da,Furniture,115.34,38.54,PayPal,2025-01-10 08:19:55,15,622,0,0,4,Cold light heavy common within professor authority.,-0.17,32,Other,High,New Susan,0
02aa3c91-9f20-461c-9ef0-499422130a99,f99be3fd-5228-4c63-8f58-526304b3cd20,Clothing,382.19,19.78,PayPal,2025-03-06 13:27:14,4,897,1,1,3,Tell compare drop field.,0.0,28,Other,Medium,Lake Craig,0
c0148110-f34d-419c-b41c-58412a49085c,4e2d67e2-4610-4b93-9c4d-1cd82a3c0855,Electronics,341.1,23.96,Credit Card,2025-02-22 07:40:09,19,876,0,0,5,Oil after line shake include coach business ground second thing information product.,0.0,29,Female,High,Mosesmouth,0
9cb93d48-6a86-4a88-9ccb-e83136234823,0cca2aa5-de1e-459c-aaf9-34d3146d01f9,Grocery,163.54,25.28,PayPal,2025-01-29 11:29:18,9,481,0,0,3,Maybe day cut book four nearly actually.,0.0,19,Other,Medium,North Danieltown,0
9c834516-08b1-4717-8556-500c78aa9b72,328e3fa0-5c78-4cd6-89ff-191cd2bb54fe,Furniture,134.68,27.42,Debit Card,2025-01-11 14:52:24,3,449,0,0,1,Memory sense second scientist power much direction.,0.1,45,Other,Medium,Lake David,0
bbf1728f-d46f-4add-a2ee-a2f5e3a55eaf,40960583-3f01-40ae-a3f2-4da500cb7e14,Books,233.94,44.32,PayPal,2025-01-27 01:52:34,4,1004,0,0,4,Try poor before if before edge.,-0.4,22,Other,Low,Davisfort,0
a594d830-574d-4de9-a212-c313c97b1885,00c906bd-36a1-4911-a375-7110d351e71b,Books,309.49,34.77,COD,2025-01-04 04:41:30,14,174,0,0,1,We sing these food where step run cultural.,0.1,37,Male,High,Perryburgh,0
a7a47ecc-58e6-4247-98e8-f5b3c88ef77f,0194d9c3-003f-48df-9d87-8b7028744df8,Books,240.43,3.8,Credit Card,2025-02-28 01:23:33,1,928,1,1,2,Also list their even center relationship thank sure rate forward mission season change light federal.,0.27,19,Other,Low,Nicholasport,0
97ac4a63-1aa9-42ad-af0b-ef9c39bcd153,277787ae-60dc-48f9-bf46-859486e207fc,Grocery,29.2,31.27,Debit Card,2025-03-06 19:23:47,11,493,0,0,4,Example partner sit trial range item land hand share science wife.,0.0,48,Male,Low,North Jenniferberg,0
778481cc-cddc-409a-9409-690562878d3d,5ff32f1a-4384-4a1e-9cce-ff4241209f13,Grocery,275.66,9.9,Credit Card,2025-02-04 23:04:00,15,590,0,0,3,Onto side argue serve history task buy billion explain quite democratic mean nice report court.,0.14,43,Male,Medium,Lake Elizabeth,0
e57fb98b-52dc-4414-a8a8-04ef7c26a1e8,d8bae415-74da-4a42-a439-79be9f99e374,Grocery,487.91,40.37,COD,2025-02-13 02:34:03,13,111,0,0,1,Beautiful trip month attorney few media stage tough those word possible term.,0.07,25,Other,Medium,Port Cheryl,0
96e2eadc-e8f1-4b02-bbc8-da1fc99f54b7,301fa515-97ec-44da-bd94-ec0cda0241ae,Clothing,361.38,6.57,COD,2025-02-11 18:22:31,14,654,1,0,3,Situation get issue know pass someone imagine real order letter alone capital maybe decade notice.,0.2,49,Other,Low,Philipmouth,1
faed8ce1-6dca-445c-925d-931cfe13b6db,78fde128-9eaa-4f5c-ae34-b3b4c0ff1144,Electronics,46.68,14.83,COD,2025-01-26 19:44:47,20,513,0,0,5,Expect good rate woman if drop.,0.7,44,Male,High,Millermouth,0
b67fd1e7-643f-428a-b3fa-84530da96283,b4a3b9a8-b66f-4b53-8959-286d7d5d3d0f,Grocery,229.45,11.65,PayPal,2025-02-08 21:40:49,14,511,1,0,4,Sit under test sea exist case shoulder.,0.0,61,Female,Medium,New Davidport,1
048fbc0a-ea57-450e-802e-2668a5d923a7,39790086-9b90-41af-bf63-b80b05ac4d1c,Furniture,361.67,2.12,Debit Card,2025-01-18 01:29:11,13,1084,1,1,3,Exactly try board small fight miss raise place.,0.0,56,Female,Low,West Jonathan,0
68acb19c-0818-430a-890f-89f294daf1a7,d2d15de7-0a9b-4095-9d22-e98581334aaa,Electronics,407.18,25.43,Credit Card,2025-03-02 03:50:03,19,1079,0,0,3,Mrs week walk mother training under artist send also only issue.,0.0,36,Male,Low,East Taylormouth,0
9e1af0fe-19dc-479c-81dd-4058afdfe26e,c5483bfe-8a34-4542-a626-bc880c3fa312,Clothing,213.12,5.59,Credit Card,2025-03-08 09:16:20,17,661,0,0,5,Born lawyer return food summer.,0.0,30,Female,Low,East Garyfurt,0
433b89ae-bd62-41bb-b333-761198f7bcbb,88d42413-a678-4666-9f23-66ef9cc0f57b,Grocery,426.38,38.96,COD,2025-02-03 10:51:57,5,1153,0,0,3,During population wrong population yard.,-0.5,20,Male,Medium,West Robert,0
9702da33-a2a6-4eaf-872f-8f650ccb6b25,8c75b17b-61ff-4656-8a35-f6bca1bb1989,Clothing,456.64,16.18,Debit Card,2025-01-05 14:48:39,15,624,0,0,2,Student five people expert sister daughter again cup enter for.,0.0,60,Female,Medium,Leonardside,0
0b07d76e-e78c-4115-b60e-d9d03b43fdab,dd94fc54-2be2-427a-9e25-56b577d54253,Furniture,74.7,30.0,COD,2025-01-30 13:36:30,16,532,0,0,1,Many young begin clearly travel power project beat positive huge history.,0.27,35,Other,Low,North Alexandra,0
497379f6-02be-4dfb-81dd-a668e0dacc4f,2d83575c-026f-42b3-ba05-e22a4085bde7,Grocery,132.0,41.77,PayPal,2025-03-05 00:17:23,13,1187,1,0,4,Newspaper finish work affect serious finish thus into up difficult no item.,-0.42,32,Male,High,Brookebury,1
9f8c76ee-5112-464c-87e6-7feb91e58792,88ae2a23-8ba2-498c-a92b-a26b0325d1a7,Furniture,225.33,14.26,Credit Card,2025-01-13 06:56:01,16,968,0,0,3,Because investment good produce mean else data send.,0.19,48,Other,Low,Tonyaland,0
47a50eb9-5dc7-47a7-b972-943280f0710c,576860f3-4446-4ef9-9ce5-74c5e14f3b2b,Furniture,276.36,45.13,Debit Card,2025-01-31 19:24:44,12,245,0,0,2,Cost edge reveal place several significant live increase president ten hear.,0.13,37,Male,Medium,West Thomaschester,0
0dd2e1cc-a018-4558-9867-724746ab5e1f,4c899c35-9006-4143-ad17-d2f26c6dabdc,Grocery,333.11,33.37,Credit Card,2025-02-03 10:49:13,1,1029,1,1,5,Computer central key buy with close or trip.,0.0,48,Male,Medium,Hannahton,0
e3c150c1-e97e-4cc6-815c-17f1e679eed5,fb960649-ffb9-4227-aee1-8539a985656f,Electronics,67.21,36.87,Debit Card,2025-01-06 20:53:24,15,1192,1,0,3,Pattern music development floor message present account cost.,0.0,65,Female,Medium,Port Jennifer,1
24440f87-7bb5-4562-9706-ad0039d08db3,7e7acefc-032e-4f67-824a-c3b589715f99,Grocery,210.72,21.17,Credit Card,2025-01-19 14:36:57,15,1139,0,0,1,Decide hope young be hand idea itself discuss over.,0.1,28,Other,Medium,Davidtown,0
fd4db4ef-e960-439e-9ed8-219dadf9b443,d2d30ac6-a569-47ac-ba9e-58f5bcf49694,Grocery,371.46,9.26,COD,2025-02-01 07:55:55,9,970,1,0,4,Special natural bill share student green.,0.09,59,Other,Medium,New Lindatown,1
e46b06b7-4d28-418e-8aad-6f5e5004c1b2,4d0d5c68-cf65-463c-bf78-4012136d1f5e,Books,454.33,17.49,PayPal,2025-01-23 04:22:43,13,899,0,0,4,Husband particularly future remember what town fly.,0.4,43,Male,High,Port Francis,0
80f26e2a-c112-486e-b1b3-a843cf35ca12,787a0bd7-a6d4-4cf2-ad6b-15c596b78590,Clothing,339.02,20.0,PayPal,2025-02-09 21:06:53,2,1022,1,0,2,Hit include can time heart relationship drug sea on.,0.0,51,Other,High,Pattersonshire,1
93713732-6def-4a2d-a864-a52f7e7ffe7f,c9d5a9f1-cfc6-429c-a164-6e7f5674ee13,Clothing,230.25,33.03,PayPal,2025-01-23 09:08:07,19,842,0,0,1,Receive glass page Mrs eight care movie idea.,0.0,46,Female,Low,South Alyssa,0
72c8e5c5-dd26-4c8f-8ad0-22d5e8f52a63,2d8383b2-f485-4dbb-b8b8-b6bf3132d190,Books,362.98,6.98,Debit Card,2025-03-02 00:50:06,15,146,0,0,1,Cut become fight vote nature join structure agreement time hear discover room.,0.0,23,Female,Low,East James,0
621b2110-c862-4694-aa32-31fa45ad42fe,c8416c07-36f8-46b8-973b-01fefc59e5a7,Grocery,254.3,24.8,Credit Card,2025-02-04 16:33:10,9,1035,1,1,4,Imagine individual avoid himself condition list keep stock important with fall say.,0.2,32,Male,High,New Sonyafort,0
5a4d8273-3b7c-4841-a323-f5dea4731c38,75bbd859-2a17-4269-b513-92a7b8e13d2d,Furniture,112.91,16.62,Debit Card,2025-01-02 11:41:09,10,611,0,0,3,Dream simple score low kitchen again treat.,0.0,48,Female,High,Kennethview,0
7733ab3c-a3ce-424c-a923-94482f3e0f2e,83ea5486-321d-4928-91b3-210cafcb474d,Clothing,369.2,26.64,Debit Card,2025-02-23 04:34:01,13,59,0,0,2,Loss participant believe guess attention career could not couple fill.,0.0,21,Female,High,Jeffreyview,0
8db4ffe8-dfa3-4c4a-96e3-9739cba79afc,f70cf94e-19bc-4a2b-b3a9-9acd7ba90865,Furniture,28.64,22.48,PayPal,2025-01-28 08:39:33,5,94,1,1,2,Computer art remain federal yourself source month happy customer strategy bed traditional become.,0.4,29,Female,High,Batesview,0
582e8ff3-33c5-4d21-b2c3-709610adafde,731fd775-b04f-4797-85da-22d98dbb338e,Electronics,48.19,7.73,COD,2025-03-09 15:13:54,6,1023,1,1,1,Exactly lead approach within order.,0.25,52,Male,High,Robinsonstad,0
068dc3c1-3957-4bea-b6aa-5dc89ac059e5,fd4e0049-a765-4a80-82e2-b4ad770e37d7,Clothing,207.91,42.16,COD,2025-02-02 12:39:05,10,935,0,0,2,Must Mrs music will hour foot no improve language without year.,0.0,24,Female,High,New Patricktown,0
a129ac8e-2e28-4865-a414-022531718bdb,50f35383-5b07-4784-ad6f-990a46472923,Clothing,176.53,21.0,Credit Card,2025-01-05 08:57:20,12,327,0,0,3,Free course much heart mean beyond something.,0.1,38,Male,High,West Jenniferburgh,0
33fefbeb-b2d9-45fa-8e84-e4ceffb416d0,05cf7a4a-7b7f-4606-830e-ded1e95fbe25,Electronics,286.51,27.74,COD,2025-02-26 07:30:50,16,272,1,0,1,Positive start large pattern speech friend his.,0.22,40,Other,High,New Stevenshire,1
